Rezept-ID;Rezeptname;Bild;Zubereitung;Zutat 1;Menge 1;Zutat 2;Menge 2;Zutat 3;Menge 3;Zutat 4;Menge 4;Zutat 5;Menge 5;Zutat 6;Menge 6;Zutat 7;Menge 7;Zutat 8;Menge 8;Zutat 9;Menge 9;Zutat 10;Menge 10;Zutat 11;Menge 11;Zutat 12;Menge 12;Zutat 13;Menge 13;Zutat 14;Menge 14;Zutat 15;Menge 15;Zutat 16;Menge 16;Zutat 17;Menge 17;Zutat 18;Menge 18;Zutat 19;Menge 19;Zutat 20;Menge 20;ganzes Rezept;Inhalt;Rezept-Beschreibung;Zubereitungszeit;Schwierigkeitsgrad;Hauptkategorie;Unterkategorie 1;tags;Tipps;Link, Quelle
51;Nudelsalat mit Paprika;;"1. Nudeln nach Packungsanleitung kochen und mit kaltem Wasser abschrecken.
2. Die Eier kochen bis sie hart sind, dann abkühlen lassen, in Würfel schneiden und in eine Schüssel geben.
3. Das Gemüse in kleine Würfel schneiden, Petersilie klein hacken und alles in die Schüssel mit den Eiern geben. Wenn Deine Kleinen keine Zwiebel mögen, einfach weglassen.
4. In einer separaten Schüssel Senf, Mayo, Joghurt und Essig für das Dressing miteinander vermischen. Die Nudeln mit dem Gemüse vermengen und das Dressing darüber geben.";Nudeln;125 g;"Eier
(gekocht)";0.5;Paprika;0.3;Sellerie;0.3 Stange;Karotte;0.3;rote Zwiebeln;0.3;Joghurt natur;62.5 g;Majo;13.8 g;Senf;0.3 EL;Essig;0.5 EL;Petersilie;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;40;einfach;Mittagessen;Pasta & Co;Mittagessen,Pasta & Co,Laktose,Halal,Herzhaft;;https://frechefreunde.de/rezepte-fuer-kinder/nudelsalat-mit-paprika/
52;Tagliatelle mit Fleischstreifen;;"1. Das Fleisch waschen, mit Küchenpapier trocken tupfen und es in schmale Streifen schneiden.
2. Den Balsamico-Essig, Thymian, Paprika und Olivenöl in einer Schüssel verrühren und die Fleischstücke hineinlegen. Diese wälzen Sie einmal darin hin und her und decken das Ganze ab. Die Schüssel kommt anschließend in den Kühlschrank.
3. Mehl und den Hartweizen abwiegen und beides in eine große Schüssel geben. In der Mitte eine Mulde drücken und die aufgeschlagenen Eier mit reichlich Salz und dem Öl in die Mulde geben.
4. Die Masse zu einem Teig zusammenkneten und zu einer Kugel formen. Danach die Teigmasse in eine Folie wickeln und diese für 30 Minuten in den Kühlschrank stellen.
5. Den festen Teig mit einem Nudelholz auf der Arbeitsfläche ausrollen, bis dieser unter 5mm dünn ist. Dann schneiden Sie etwa einen Zentimeter breite Streifen, die Tagliatelle, heraus.
6. Nun einen großen Topf mit Wasser befüllen und zum kochen bringen. Sobald das Wasser kocht, lassen Sie die Nudeln vorsichtig hineingleiten und rühren einmal um, damit die Nudeln locker im Wasser schwimmen. 7. Als nächstes erhitzen Sie etwas Butter in einer Pfanne und geben die Fleischstücke hinein. Lassen Sie diese von allen Seiten ein paar Minuten anbraten. Dann geen Sie die Sahne zum Fleisch und lassen das Ganze aufkochen. Mit Kräutersalz und Pfeffer würzen.
7. Währenddessen können sie die Petersilie waschen und klein schneiden.
8. Sobald die Nudeln oben schwimmen, gießen Sie die Nudeln ab.
Probieren Sie vorsichtshalber erst!";Minuten-Steaks;8-10;Balsamico-Essig;2 EL;Thymian;1 TL;Paprikapulver;1 TL;Olivenöl;2 TL;Mehl;600 g;gemahlener Hartweizen;240 g;Eier;8;Salz;2 TL;Olivenöl;6 EL;Sahne;1000 ml;Kräutersalz;;Pfeffer;;Petersilie;1 Bund;;;;;;;;;;;;;;Gluten,Weizen;;70;mittel;Mittagessen;Fleisch,Pasta & Co;Mittagessen,Fleisch,Pasta & Co,Gluten,Weizen,Herzhaft;zu diesem Rezept passt ein fettarmer gemischer oder Gurkensalat dazu;"""Das Kita-Kinder-Kochbuch"", S.50/51"
53;Tortellini-Auflauf;;"1. Zwiebel schälen und in kleine Würfel schneiden. Dann waschen Sie die Petersilie und schneidensie diese ebenfalls klein. Die Karotte ebenfalls waschen und mit einer groben Reibe raspeln.
2. Stellen Sie eine Pfanne mit etwas Öl auf den Herd und schalten Sie diesen auf mittlerer Stufe ein. Die Zwiebeln und den Salbei in die Pfanne dazugeben. Sobald die Zwiebeln glasig sind, schalten Sie den Herd aus.
3. Nun bereiten Sie die Auflaufformen vor, indem Sie diese mit etwas Öl einpinseln. Dann geben Sie die Tortellini, die Petersilie, und die Zwiebeln hinein und rühren alles einmal durch.
4. Stellen Sie einen Topf auf den Herd und erhitzen Sie die Gemüsebrühe auf mittlerer Stufe. Anschließend die Tomaten und Sahne dazugeben. Lassen Sie alles kurz aufkochen.
5. Mit Salz und Pfeffer würzen und Herd ausschalten.
6. Die Soße über die Tortellini schütten, den Auflauf mit Käse bedecken und in den Ofen schieben.
7. Ofen auf ca. 200°C stellen und den Auflauf 20 Minuten garen lassen. Währenddessen erwärmen Sie eine Pfanne auf mittlerer Stufe und geben die Kürbis- und Sonnenblumenkerne hinein. Streuen Sie etwas Salz darüber und lassen die Kerne knusprig-golden anbraten.";frische Tortellini;800-1000 g;Speiseöl;2 EL;große Zwiebel;1;Pizzatomaten;2 Dosen;große Karotten;2;getrockneter Salbei;einige Blätter;Petersilie;1 Bund;Parmesan;;Sahne;200 ml;Gemüsebrühe;200 ml;Salz, Pfeffer;;Kürbiskerne;0.5 Tasse;Sonnenblumenkerne;;;;;;;;;;;;;;;;;Laktose,Gluten,Weizen, Halal;;45;einfach;Mittagessen;Pasta & Co;Mittagessen,Pasta & Co,Laktose,Gluten,Weizen,Halal,Herzhaft;"Statt eines Auflaufs können die Zutaten auch in einer hohen Pfanne gegart werden und als Soße zu den Tortellini gegeben werden.
Wenn Sie trockene Tortellini verwenden möchten, kochen Sie sie nur die Hälfte der empfohlenen Zeit, damit Sie durch das Weiterbacken nicht matschig werden.";"""Das Kita-Kinder-Kochbuch"", S.52/53"
54;Wurststückchen mit Spaghettikabeln;;"1. Würstchen in 9–10 Stückchen schneiden. Spaghetti vorsichtig längs durch die Wurststückchen stechen, bis das Wurststückchen in der Mitte der Nudeln ist. Einen sehr weiten Topf mit Salzwasser aufkochen. Nudeln mit Würstchen in kochendem Salzwasser nach Packungsanweisung zubereiten
2. Inzwischen Zwiebel schälen und fein würfeln. Knoblauch schälen und sehr fein hacken. Öl in einem Topf erhitzen, Zwiebel und Knoblauch zufügen, unter Wenden andünsten, Tomatenmark zufügen, unterrühren und kurz anschwitzen. Mit Tomaten ablöschen, aufkochen, mit Salz, Pfeffer, Paprika und Zucker abschmecken und 3–4 Minuten köcheln lassen
3. Nudeln in ein Sieb gießen, kurz abschrecken, abtropfen lassen. Mit etwas Soße auf 4 Tellern anrichten. Restliche Soße dazureichen.";Wiener Würstchen;1;Spaghetti;62.5 g;Zwiebel;0.25;Knoblauchzehe;0.25;Olivenöl;0.5 EL;Tomatenmark;0.25 EL;stückige Tomaten;100 ml;Edelsüß-Paprika, Pfeffer, Salz, Zucker;;;;;;;;;;;;;;;;;;;;;;;;;;;Gluten,Weizen;;45;einfach;Mittagessen;Pasta & Co;Mittagessen,Pasta & Co,Gluten,Weizen,Herzhaft;;https://www.lecker.de/wurststueckchen-mit-spaghettikabeln-23326.html
55;Pizzaschnecken;;"1. Dinkelmehl, Weizenmehl, Trockenhefe, Salz, in einer großen Schüssel vermischen. Lauwarmes Wasser und Olivenöl zügig unter das Mehl verkneten. Hefeteig an einem warmen Ort 45 Minuten gehen lassen. Nochmals mit Knethaken durchkneten und noch einmal 20 Minuten gehen lassen.
2. Teig in vier Teile teilen und jeweils zu einem Rechteck ausrollen. Jedes Rechteck mit der Masse aus Passata, gehacktem Knoblauch und Oregano bestreichen. Rechtecke von der Längsseite her aufrollen und auf ein mit Backpapier ausgelegtes Backblech legen. Nochmals 10 Minuten gehen lassen und die Rollen mit geriebenem Gouda bestreuen. Für Johnn eine Portion ohne Gouda lassen.
3. Bei 180°C ausbacken, auskühlen lassen und in Streifen schneiden (ca. 4 cm breit).";Gouda;12 g;Wasser;10 ml;Knoblauchzehe;0.1;Passata;20 ml;Olivenöl;0.33 EL;Dinkelvollkornmehl;25 g;Mehl;15 g;Trockenhefe;0.1 Pck.;Oregano, Salz;;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Gluten,Weizen,Halal;;100;einfach;Mittagessen;Pasta & Co;Mittagessen,Pasta & Co,Laktose,Gluten,Weizen,Halal,Herzhaft;;http://www.kita-rezepte.de/rezepte/pizzaschnecken
56;Salami-Pizza-Boote;;"1. Kartoffeln gründlich waschen und in Wasser ca. 25 Minuten kochen. Abgießen und auskühlen lassen.
2. Minisalamis in dünne Scheiben schneiden. Thymian waschen, die Blättchen abzupfen.
3. Zucchini waschen. Zucchini und Kartoffeln längs halbieren. Rundherum mit etwas Öl einreiben und auf dem heißen Grill mit der Schnittfläche nach unten ca. 3 Minuten grillen
4. Zucchini- und Kartoffelhälften mit der Schnittfläche nach oben in Alugrillschalen setzen. Mit Käse, Salami und Thymian bestreuen. Ich geschlossenen Grill ca. 10 Minuten überbacken";große Kartoffel;1;Mini Salami;1;Thymian;0.5 Stiel;Zucchini;1;Olivenöl;1 EL;geriebener Pizzakäse;25;Alugrillschale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Laktose;;50;einfach;Mittagessen;Pasta & Co;Mittagessen,Pasta & Co,Laktose,Herzhaft;;https://www.lecker.de/salamipizza-boote-74268.html
57;Schnelle Pizza mit Lieblingsbelag;;"1. Mehl abwiegen und in eine große Schüssel schütten.
2. Quark abmessen und geben ihn zum Mehl hinzu, ebenso wie das Öl und das Salz.
3. Die Zutaten zu einem glatten elastischen Teig vermischen. Die Hände dafür mit bestäuben und den Teig fest kneten. Hierfür kann auch eine kräftige Küchenmaschine verwendet werden.
4. Den fertigen Teig mit einem sauberen Tuch zudecken und diesen bis zur Verarbeitung in den Kühlschrank stellen. Kann alternativ aber auch sofort verwendet werden.
5. Die Zutaten für den Belag waschen und schneiden bzw. raspeln.
6. Die passierten Tomaten in eine Schüssel geben und Gewürze dazgeben. Salz, Pfeffer und dazu eine Prise Zucker runden den Geschmack ab.
7. Als nächstes werden die Bleche mit reichlich Öl eingefettet.
8. Den Teig aus dem Kühlschrank nehmen und ihn nochmals fest durchkneten. Falls er zu feucht ist, können Sie etwas Mehl hinzufügen. Den Teig in zwei bis drei Teile teilen und diese auf die Bleche legen. Mit Mehl an den Händen drücken Sie die Teigstücke in die gewünschte Form und rollen mit einem Nudelholz noch etwas darüber.
9. Nun verteilen Sie die Tomatensoße auf die Pizzaböden und streuen den Käse darüber. Anschließend nach Geschmack belegen.
10. Die Pizza bei 220°C für etwa 20 bis 30 Minuten in den Ofen geben.";Mehl;750 g;Quark;750 g;Olivenöl;15 EL;Salz;2 TL;Eier;2;passierte Tomaten;2 Dosen;Thymian;1 EL;Oregano;1 EL;Pfeffer, Salz;;Zucker;;geriebener Käse;400 g;Speiseöl;;"Belag
(Salami, Schinken, Meeresfrüchte, Zwieblen, etc.)";;;;;;;;;;;;;;;;;Laktose,Gluten,Weizen;;60;einfach;Mittagessen;Pasta & Co;Mittagessen,Pasta & Co,Laktose,Gluten,Weizen,Herzhaft;Anstatt einer großen Pizza können mit dem Teig viele kleine Minipizzen gemacht werden;"""Das Kita-Kinder-Kochbuch"", S.57-59"
58;Riesen-Rösti mit Apfelkompott;;"1. Möhren und Kartoffeln schälen, waschen und raspeln. Raspel ausdrücken. Raspel und Ei verrühren. Mit Salz und Muskat würzen. Öl in einer Pfanne (ca. 15 cm Ø) erhitzen und Kartoffelmasse darin zu einem Rösti formen. Ca. 15 Minuten unter vorsichtigem Wenden braten.

2. Apfel waschen, vierteln, Kerngehäuse entfernen und Viertel in dünne Spalten schneiden. Zucker in einem Topf karamellisieren. Mit Apfelsaft ablöschen, aufkochen und Apfelspalten darin ca. 5 Minuten dünsten. In ein Sieb gießen und Saft dabei auffangen. Zitrone heiß waschen, trocken reiben, etwas Schale zum Verzieren mit einem Zestenreißer abschälen. Frucht halbieren und Saft einer Hälfte auspressen. Quark, 1–2 EL Apfelfond und 1–2 TL Zitronensaft verrühren. Rösti, Quark und Apfelkompott anrichten. Mit Zitronenschale bestreuen.";Möhre;1;Kartoffeln;200 g;Ei;1;Sonnenblumenöl;1 EL;Apfel;0.5;Zucker;1 TL;Apfelsaft;40 ml;Zitrone;1;Magerquark;40 g;Muskatnuss, Salz;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;30;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Laktose,Halal,Kartoffel,Süß;;https://www.lecker.de/riesen-roesti-mit-apfelkompott-48063.html
59;Rührei-Muffins;;"1.Ofen auf 180 Grad vorheizen.
Tomaten und Paprika in Würfel schneiden-
2. Die 9 Eier in eine Schüssel geben und schlagen. Mehl und Backpulver dazu geben und durchmixen.
3. Milch, geriebenen Käse, Tomaten und Paprika unterrühren.
4. Das Muffinblech mit einem Stück Butter einfetten und die Masse in die Formen geben. Bei 180 Grad ca. 15 – 20 Minuten im Ofen backen.";Eier;2.5;Milch;31.3 ml;Backpulver;0.5 TL;Mehl;11.3 g;geriebener Käse;6.3 g;Tomaten;0.5;gelbe Paprika;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Weizen,Gluten,Halal;;15;einfach;Nachtisch/Snack;Herzhaft;Nachtisch/Snack,Herzhaft,Vegetarisch,Laktose,Weizen,Gluten,Halal;;https://frechefreunde.de/rezepte-fuer-kinder/toms-und-pippas-ruehrei-muffins/
60;Speedy-Gonzales-Teller;;"""1. Zwiebel und Knoblauch schälen und würfeln. 2 EL Öl erhitzen. Zwiebel und Knoblauch darin andünsten. Tomatenmark unterrühren, kurz anschwitzen. 200 ml Wasser, Tomaten und abgetropften Maismix zufügen. Mit Salz und Chili würzen, aufkochen und 5–7 Minuten köcheln. Petersilie waschen, trocken schütteln, Blättchen abzupfen und grob hacken.
2. 1 EL Öl in einer großen Pfanne erhitzen. Eier darin bei mittlerer Hitze zu Spiegeleiern ";3;0.25;Knoblauchzehen;0.5;Öl;0.5 EL;Tomatenmark;0.5 EL;stückige Tomaten;0.5 EL;Mais-Kidneybohnen-Paprika-Mischung;100 ml;Petersilie;1 Stiel;Ei;1;geriebener Gouda;20 g;Chilipulver, Salz;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;20;einfach;Mittagessen;Vegetarisch;Mittagessen,Vegetarisch,Laktose,Halal,Herzhaft;;https://www.lecker.de/speedy-gonzales-bohnen-und-spiegeleier-72699.html
61;Apfelblumen;;"1. Äpfel waschen und obere Drittel waagerecht abschneiden.
2. Verbliebene Stück aushöhlen und mit Zitronensaft bestreichen - das verhindert, dass der Apfel zu schnell braun wird.
3. Abgeschnittene Apfelstücke zusammen mit anderem Obst eurer Wahl in das ausgehöhlte Apfelkörbchen geben.
4. Zum Schluss die Apfelblüte mithilfe eines halben Schaschlikstäbchens am Apfelkörbchen befestigen.";Äpfel;;Obst der Saison;;Schaschlikstäbchen;;Zitronensaft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Halal;;20;einfach;Frühstück,Nachtisch/Snack;Obst,Obst;Frühstück,Nachtisch/Snack,Obst,Obst,Halal;;https://www.familienkost.de/rezept_apfelblumen.html
62;Birnenigel mit Weintrauben;;"1. Birnenschale am spitzen Ende abschneiden. Taucht die Birne. 2. Birne in Zitronensaft tauchen - das verhindert, dass sie zu schnell braun wird.
3. Birne auf einem Teller platzieren. Wenn sie nicht stehen bleiben möchte, dann schneidet ihr sie an der Unterseite einfach etwas gerade. 
4. Weintrauben abwaschen und mit Zahnstocher aufspießen. Je nach Größe der Weintrauben könnt ihr auch pro Spieß zwei Weintrauben verwenden.
5. Steckt die Weintraubenspießchen nun oberhalb des geschälten Bereiches auf eure Birne. Bis die Birne zum Igel geworden ist.
6. Eine Weintraube halbieren und aushöhlen und als Nase auf das spitze der Birne stecken. Schokotröpfchen als Augen platzieren.";Birne;1;Weintrauben;200 g;Zahnstocher;;Schokotröpfchen;2;Zitronensaft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Halal;;10;einfach;Frühstück,Nachtisch/Snack;Obst,Obst;Frühstück,Nachtisch/Snack,Obst,Obst,Halal;;https://www.familienkost.de/rezept_birnenigel_mit_weintrauben.html
63;Bunte ABC-Nudelsuppe mit Würstchen und Gemüse;;"1. Eier und Milch verquirlen. Mit Salz, Pfeffer und Muskat würzen. In eine Gefrierbeutel füllen. Mit einem Küchengarn gut verschließen, so dass kein Wasser hineinlaufen kann. Wasser in einer hohen Pfanne aufkochen (ca. 3 cm hoch), Ei im Gefrierbeutel zufügen.
2. Zugedeckt bei schwacher Hitze ca. 15 Minuten stocken lassen. Inzwischen Möhren schälen, waschen, längs halbieren und in Scheiben schneiden. Kohlrabi putzen, waschen und würfeln. Zwiebel schälen und fein würfeln.
3. Öl in einem Topf erhitzen, Zwiebel darin glasig dünsten. Brühe zufügen, aufkochen lassen. Kohlrabi und Möhren zufügen und zugedeckt bei mittlerer Hitze ca. 8 Minuten garen. Erbsen zufügen, nochmals kurz aufkochen.
4. Würstchen zufügen und erwärmen. Inzwischen Nudeln in kochendem Salzwasser nach Packungsanweisung zubereiten. Abgießen, kurz abschrecken, abtropfen lassen. Eierstich vorsichtig aus dem Wasser heben, etwas abtropfen und auskühlen lassen.
5. Petersilie waschen, trocken schütteln und fein hacken. Eierstich aus dem Beutel nehmen, würfeln und in die Suppe geben. Gemüsesuppe mit Salz und Pfeffer abschmecken. Nudeln und Petersilie zufügen. In tiefen Tellern anrichten.";Eier;0.5;Milch;0.5 EL;Möhren;50 g;Kohlrabi;500 g;Zwiebel;0.25;Öl;0.5 EL;Gemüsebrühe;250 ml;tiefgefrorene Erbsen;35 g;Mini Wiener Würstchen;50 g;Buchstaben-Nudeln;25 g;Petersilie;1 Stiel;Gefrierbeutel, Küchengarn;;Muskatnuss, Pfeffer, Salz;;;;;;;;;;;;;;;;;Laktose,Gluten,Weizen;;45;einfach;Mittagessen;Suppen;Mittagessen,Suppen,Laktose,Gluten,Weizen;;https://www.lecker.de/bunte-abc-nudelsuppe-mit-wuerstchen-und-gemuese-66485.html
64;Gemüsecremesuppe;;"1. Gemüse und die Kartoffeln, Zwiebeln und den Knoblauch waschen und klein schneiden. Koriander und den Fenchel im Mörser oder mit dem Kochlöffel fein zerbröseln.
2. Öl in einen großen Topf geben, Herd anschalten und Topf daraufstellen.
3. Wenn das Öl erhitzt ist, Zwiebeln in den Topf geben und etwas Zucker darüber streuen. Die Zwiebeln leicht anbraten lassen, sodass sie eine hellbraune Haut bekommen. Anschließend die Knoblauchzehen dazugeben, räftig salzen und umrühren.
4. Nach und nach das Gemüse und die Kartoffeln in den Topf geben, weiter umrühren und Gemüse ausdunsten lassen. Anschließend geben Sie die Lorbeerblätter und den Koriander dazu.
5. Einen Liter Wasser im Wasserkocher aufsetzen, das heiße Wasser in den Topf schütten und vorsichtig umrühren.
6. Den Herd auf kleine bis mittlere Stufe stellen. Suppe die nächsten 15 bis 30 Minuten leicht köcheln lassen und immer mal wieder umrühren, damit nichts anbrennt. Wird die Suppe zu dick, etwas Wasser dazu geben.
7. Anschließend die Suppe mit etwas Gemüsebrühepulver, Salz und Pfeffer würzen.";"Gemüse der Saison
(Karotten, Sellerie, Zucchini, Paprika, Kohlrabi, Lauch, Fenchel, Erbsen, Bohnen)";1000 g;große Kartoffeln;4;große Zwiebel;1;Knoblauch;2 Zehen;Koriander;0.5 TL;Fenchel;0.5 TL;Öl;2 EL;Zucker;2 TL;Salz, Pfeffer;;Lorbeerblätter;1-2;Wasser;1000 ml;Gemüsebrühepulver;;;;;;;;;;;;;;;;;;;Halal;;60;mittel;Mittagessen;Suppen;Mittagessen,Suppen,Halal;;"""Das Kita-Kinder-Kochbuch"", S.38/39"
65;Gemüsesuppe;;"Für 4 Portionen:
1. Kartoffeln und Möhren schälen und waschen. Kartoffeln vierteln und Möhren in Scheiben schneiden.
2. Schneidebohnen putzen, waschen und in schräge, kleine Stücke schneiden. Zwiebel schälen und hacken. Im heißen Fett andünsten. Kartoffeln und Möhren zufügen.
3. Mit 1,2 Liter Wasser ablöschen, mit Salz würzen und ca. 5 Minuten kochen lassen. Bohnen und Brühe zufügen und weitere 10 Minuten kochen.
4. Inzwischen Würstchen waschen, in Scheiben schneiden. Kurz in der Suppe erwärmen. Nochmals eventuell mit Salz und Pfeffer abschmecken. 5. Petersilie waschen, hacken und darüberstreuen";kleine Kartoffeln;100 g;Möhren;75 g;Schneidebohnen;75 g;Zwiebel;0.25;Butter oder Margarine;0.25 TL;Salz;;"klare Hühnerbouillon
(Instant)";1 TL;Bockwürstchen;0.5;Pfeffer;;Petersilie;0.125 Bund;;;;;;;;;;;;;;;;;;;;;;;;45;einfach;Mittagessen;Suppen;Mittagessen,Suppen;;https://www.lecker.de/gemuesesuppe-fuer-kinder-2057.html
66;Kürbissuppe;;"1. Zwiebeln schälen und klein schneiden.
2. Pfanne erhitzen und darin das Öl erwärmen. Lassen Sie die die Zwiebeln in der Pfanne mit dem Zucker andünsten. Dabei gelegentlich umrühren.
3. Knoblauch, Karotten, den Ingwer sowie die Kartoffeln schälen, schneiden und in eine Schüssel geben. Schüsselinhalt in die Pfanne geben und anschließend mit etwas Essig ablöschen.
5. Kürbis waschen und in kleiner Würfel schneiden.
(Dafür den Kürbis halbieren, Kerne mit den Fasern herauslöffeln und immer kleinere Stücke herausschneiden.)
6. Brühe mit dem Wasser abmessen und diese in einem Topf erhitzen und alle Zutaten hineingeben. Suppe nun 20 Minuten köcheln lassen. Suppe pürieren, bis sie fein und sämig ist. Sollte die Suppe zu dick werden, geben Sie noch etwas heiße Gemüsebrühe dazu und pürieren Sie diese erneut.
6. Kräuter waschen und schneiden und auf die Suppe streuen.";große Zwiebel;1;Speiseöl;1 EL;Zucker;1 TL;Knoblauch;2 Zehen;Kartoffeln;4;Karotten;2;Ingwer;1 kleine Scheibe;Balsamico-Essig;1 EL;mittelgroßer Hokaidokürbis;"1
(ca. 1500 - 2000g)";Salz;1 TL;Gemüsebrühe;1500-2000ml;Pfeffer, Muskat;;etwas Petersilie, Schnittlauch oder Kresse;;;;;;;;;;;;;;;;;Halal;;45;mittel;Mittagessen;Suppen;Mittagessen,Suppen,Halal;"Schütten Sie Sauerrahm in einen Gefrierbeutel, schneiden Sie eine Ecke ab und benutzen Sie die Tüte als Spritzbeutel. Mit diesem Beutel können Sie Muster oder Fratzen auf die Suppe im Teller ""malen"".";"""Das Kita-Kinder-Kochbuch"", S.44/45"
67;Möhren-Kartoffel Suppe;;"1. Kartoffeln waschen, schälen und dunkle Punkte entfernen. Die Möhren waschen, von den Enden befreien und nach Belieben schälen. Kartoffeln und Möhren in grobe Würfel schneiden, den Ingwer schälen.
2. Die Schalotten schälen, würfeln und in einem beschichteten Topf in Olivenöl glasig dünsten.
3. Kartoffeln, Möhren und Ingwer hinzugeben, mit Wasser aufgießen, das Brühpulver einrühren. Das Gemüse je nach Würfelgröße 15 – 20 Minuten leise zugedeckt gar köcheln lassen. Währenddessen drei Freche Freunde Knusper Schnitten in Croûtons schneiden.
4. Den Ingwer entfernen und die Suppe nach Belieben mit 1 TL Cashew- oder Mandelmus pürieren.
5. Aus Möhrenscheiben, Erbsen, Schnittlauch und Croûtons ein freches Gesicht auf der Suppe dekorieren.";Kartoffel;225 g;Möhren;100 g;Ingwer;2.5 mm großes Stück;Schalotte;0.5;Olivenöl;0.5 EL;Wasser;300 ml;Brühpulver;0.5 TL;Cashew- oder helles Mandelmus;;Möhren, Erbsen, Schnittlauch als Deko;;;;;;;;;;;;;;;;;;;;;;;;;Halal;;40;einfach;Mittagessen;Suppen;Mittagessen,Suppen,Halal;;https://frechefreunde.de/rezepte-fuer-kinder/moehren-kartoffel-suppe/
68;Pfannkuchensuppe;;"1. Brühe in einen entsprechend großen Topf geben, auf einen Herd stellen und Brühe aufkochen lassen.
2. Pfannkuchen/Palacsinta (s. ""Palacsinta - ungarische Pfannkuchen""-Rezept) in feine Streifen oder kurze Quadrate schneiden.
3. Petersilie abwaschen, kräftig ausschütteln und anschließend klein schneiden. Sobald die Suppe fertig gekocht ist, geben Sie die Petersilie hinein und es kann serviert werden.
4. Hierfür nimmt sich jeder etwas von den Pfannkuchenstückchen auf seinen Teller und bekommt etwas Suppe darüber gegossen.";Brühe;3000 ml;Petersilie;1 Bund;Palacsinta;5-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;Laktose,Gluten,Weizen,Halal;;15;einfach;Mittagessen;Suppen;Mittagessen,Suppen,Laktose,Gluten,Weizen,Halal;;"""Das Kita-Kinder-Kochbuch"", S.74"
69;Spinatsuppe mit Mozzarellakügelchen;;"1. Zwiebeln und Knoblauchzehen schälen und so fein wie möglich schneiden. Als nächstes die Kartoffeln schälen, gründlich abwaschen und in kleine Würfel oder Stücke schneiden. Anschließend Öl in den Topf geben und auf den Herd stellen.
2. Herd auf mittlerer Stufe anschalten und Zwiebeln und eine reichliche Prise Salz in den Topf geben, nachdem das Öl erhitzt ist.
Sobald die Zwiebeln glasig und leiicht bräunlich sind, stellen Sie die Herdplatte auf eine kleinere Stufe und geben nun den Knoblauch hinzu.
Gelegentlich umrühren, damit die Zutaten nicht anbrennen.
3. Danach die Kartoffelnstückchen dazugeben und nach ein paar Minuten auch den Spinat.
4. 2 Liter Wasser in einem Wasserkochser aufsetzen und mit dem heißen Wasser die Brühe in einer Schüssel anrühren.
5. Brühe in den Topf geben und anschließend auch die Sahne. Spinatsuppe ein paar Minuten leicht köcheln lassen. Damit die Suppe schön sämig und cremig wird, pürieren Sie diese abschließend.
6. Suppe anschließend mit Salz, Pfeffer und etwas Muskat abschmecken.
7. Kurz vor dem Servieren die Mozzarellakugeln in die Suppe geben, sodass diese erwärmen, aber nicht heiß werden.";Tiefkühlspinat;800-1000 g;große Zwiebel;1;Knoblach;1 Zehe;"Kartoffeln
(mehlig kochend)";300 g;Öl;1 EL;Salz, Pfeffer, Muskat;;Gemüsebrühe;2000 ml;Mozzarellakugeln;200 g;Sahne;200 ml;;;;;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;45;mittel;Mittagessen;Suppen;Mittagessen,Suppen,Laktose,Halal;Variation: statt der Mozzarella-Kugeln können auch die Reste vom Vortag in die Suppe gegeben werden. Bsp. Klein geschnittene Bratwürstchen.;"""Das Kita-Kinder-Kochbuch"", S.40/41"
70;Bananenschnecken;;"Für 4 Personen:
1. 100 g Mehl, 3 Eier, 150 ml Milch, 1 El Öl, 1 Prise Salz und 1 Tl Zucker zu einem glatten Teig verrühren. 10 Min. quellen lassen.
2. Eine beschichtete Pfanne mit 1 Tl Öl ausstreichen, ca. 1/4 des Teigs gleichmäßig darin verteilen und auf beiden Seiten goldgelb ausbacken. Auf diese Weise 4 Pfannkuchen herstellen.
3. 250 g Buttermilchquark, 150 g Vanillepudding (Kühlregal) und 2 E l Honig verrühren. 4 Bananen schälen.
4. Pfannkuchen mit je 1/4 des Quarks bestreichen, mit je 1 Banane belegen und aufrollen. Mit einem scharfen Messer in 1,5 cm breite Stücke schneiden.";Mehl;100 g;Eier;0.75;Milch;37.5 ml;Öl;0.25 EL;Salz;;Zucker;0.25 TL;Öl;0.25 TL;Buttermilchquark;62.5 g;Vanillepudding;37.5 g;Honig;0.5 EL;Banane;1;;;;;;;;;;;;;;;;;;;;Laktose,Halal;;40;einfach;Nachtisch/Snack;Süßes;Nachtisch/Snack,Süßes,Laktose,Halal;;https://www.essen-und-trinken.de/rezepte/52843-rzpt-bananenschnecken
